calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
3 41.400000 77.230483 291.752856 9.704635 38.929421 -4.569079 -0.182384 59.376492 0.809906 0.012973 0.000000 0.000000 0.000000 0.000000 
1 41.600000 70.017546 289.679861 9.785045 240.457535 74.860022 -0.148062 77.362876 0.718796 0.086673 7.504916 0.080410 0.000000 0.000000 
2 41.600000 70.017546 289.679861 9.785045 240.457535 74.860022 -0.148062 77.362876 0.718796 0.086673 0.000000 0.000000 80.000000 35.000000 
3 41.600000 60.544867 285.284684 9.835281 57.293885 -13.233888 -0.393908 34.473713 0.397055 0.006666 0.000000 0.000000 0.000000 0.000000 
1 41.800000 53.663459 282.289692 9.915691 234.348057 86.713667 -0.370323 80.876774 0.352934 0.080367 7.504916 0.080410 0.000000 0.000000 
2 41.800000 53.663459 282.289692 9.915691 234.348057 86.713667 -0.370323 80.876774 0.352934 0.080367 0.000000 0.000000 80.000000 35.000000 
3 41.800000 57.622458 284.499817 9.848821 58.111006 -8.189957 -0.481221 29.680073 0.374025 0.008625 0.000000 0.000000 0.000000 0.000000 
1 42.000000 52.150277 282.029505 9.902428 237.804523 89.636531 -0.457417 74.777576 0.328037 0.082326 6.003933 0.053607 0.000000 0.000000 
2 42.000000 52.150277 282.029505 9.902428 237.804523 89.636531 -0.457417 74.777576 0.328037 0.082326 0.000000 0.000000 80.000000 35.000000 
3 42.000000 57.298643 284.684275 9.852325 55.456769 -4.912906 -0.433937 25.745996 0.318057 0.007899 0.000000 0.000000 0.000000 0.000000 
1 42.200000 50.469279 281.572436 9.932735 228.839774 97.128327 -0.405105 76.593611 0.266263 0.081599 7.504916 0.080410 0.000000 0.000000 
1 42.400000 43.911934 277.922095 10.013145 386.812603 205.350009 -0.065224 147.642489 -0.243156 0.155300 7.504916 0.080410 0.000000 0.000000 
1 42.600000 37.668984 273.756841 10.093555 531.841146 312.780786 0.657425 244.742518 -1.157594 0.229000 7.504916 0.080410 0.000000 0.000000 
1 42.800000 32.958415 270.034243 10.147161 670.757523 415.775552 1.566475 360.853850 -2.189090 0.302701 6.003933 0.053607 0.000000 0.000000 
1 43.000000 27.327986 265.072183 10.227571 808.034102 502.764255 3.200539 511.490440 -3.767272 0.376401 7.504916 0.080410 0.000000 0.000000 
1 43.200000 22.114319 259.673902 10.307981 950.919623 568.631300 5.383523 693.942708 -5.560152 0.450102 7.504916 0.080410 0.000000 0.000000 
2 43.200000 22.114319 259.673902 10.307981 950.919623 568.631300 5.383523 693.942708 -5.560152 0.450102 0.000000 0.000000 80.000000 -30.000000 
3 43.200000 20.649560 259.554231 10.265947 39.047067 -11.665061 -0.430764 76.374528 0.730704 0.010987 0.000000 0.000000 0.000000 0.000000 
1 43.400000 15.646845 253.959894 10.346357 118.764838 105.662295 -0.365085 216.619573 0.680855 0.084687 7.504916 0.080410 0.000000 0.000000 
2 43.400000 15.646845 253.959894 10.346357 118.764838 105.662295 -0.365085 216.619573 0.680855 0.084687 0.000000 0.000000 80.000000 -35.000000 
3 43.400000 20.877860 260.448367 10.330666 27.647618 -7.076633 -0.344543 77.038539 0.786791 0.012378 0.000000 0.000000 0.000000 0.000000 
2 43.400000 20.877860 260.448367 10.330666 27.647618 -7.076633 -0.344543 77.038539 0.786791 0.012378 0.000000 0.000000 80.000000 35.000000 
3 43.400000 19.468321 256.535079 10.360257 26.916714 -4.891310 -0.292091 24.072985 0.221153 0.005015 0.000000 0.000000 0.000000 0.000000 
1 43.600000 15.905390 251.702612 10.413864 93.888970 103.204010 -0.266936 184.016861 0.204611 0.078715 6.003933 0.053607 0.000000 0.000000 
2 43.600000 15.905390 251.702612 10.413864 93.888970 103.204010 -0.266936 184.016861 0.204611 0.078715 0.000000 0.000000 80.000000 35.000000 
3 43.600000 15.518746 251.048907 10.405413 39.159496 10.969296 -0.347111 28.569948 0.049925 0.005129 0.000000 0.000000 0.000000 0.000000 
1 43.800000 10.507009 243.566347 10.459020 94.486882 114.314423 -0.307408 198.950395 0.026312 0.078830 9.005899 0.053607 0.000000 0.000000 
2 43.800000 10.507009 243.566347 10.459020 94.486882 114.314423 -0.307408 198.950395 0.026312 0.078830 0.000000 0.000000 80.000000 35.000000 
3 43.800000 14.296150 249.980396 10.408642 34.884404 13.744710 -0.335449 29.243689 0.007763 0.005533 0.000000 0.000000 0.000000 0.000000 
1 44.000000 10.139859 243.731476 10.489052 85.117478 112.933468 -0.299136 205.987931 -0.012384 0.079234 7.504916 0.080410 0.000000 0.000000 
1 44.200000 5.770745 235.856385 10.542659 129.725380 202.424045 0.342492 394.184282 -0.324636 0.152935 9.005899 0.053607 0.000000 0.000000 
2 44.200000 5.770745 235.856385 10.542659 129.725380 202.424045 0.342492 394.184282 -0.324636 0.152935 0.000000 0.000000 80.000000 -30.000000 
3 44.200000 2.209105 228.777917 10.614195 19.863064 7.987575 -0.145269 38.434320 0.123190 0.003001 0.000000 0.000000 0.000000 0.000000 
1 44.400000 -0.584231 221.812212 10.694605 38.246079 74.582150 -0.123762 248.714708 0.116515 0.076701 7.504916 0.080410 0.000000 0.000000 
2 44.400000 -0.584231 221.812212 10.694605 38.246079 74.582150 -0.123762 248.714708 0.116515 0.076701 0.000000 0.000000 80.000000 -30.000000 
3 44.400000 1.339335 227.501989 10.619981 13.374760 3.043844 -0.151660 42.644541 0.183940 0.004430 0.000000 0.000000 0.000000 0.000000 
1 44.600000 -0.863056 221.916591 10.673587 34.936238 73.712884 -0.126430 249.941270 0.175523 0.078130 6.003933 0.053607 0.000000 0.000000 
1 44.800000 -3.238003 214.797364 10.753997 50.470386 127.884146 0.442906 467.459854 0.035245 0.151831 7.504916 0.080410 0.000000 0.000000 
1 45.000000 -5.033436 207.510377 10.834407 71.315310 162.865442 1.567618 692.768517 -0.147608 0.225532 7.504916 0.080410 0.000000 0.000000 
1 45.200000 -6.237755 200.102720 10.914817 108.892501 178.374864 3.254697 922.650836 -0.284149 0.299232 7.504916 0.080410 0.000000 0.000000 
1 45.400000 -6.964259 191.126173 10.914817 192.940117 190.092245 5.940769 1152.842569 -0.501543 0.372933 9.005899 0.000000 0.000000 0.000000 
2 45.400000 -6.964259 191.126173 10.914817 192.940117 190.092245 5.940769 1152.842569 -0.501543 0.372933 0.000000 0.000000 80.000000 5.000000 
3 45.400000 -5.650295 189.598231 11.002377 46.159359 10.182912 -0.546123 43.209679 -0.098132 0.007748 0.000000 0.000000 0.000000 0.000000 
1 45.600000 -5.589035 180.592540 11.055983 37.809165 -4.886347 -0.476473 273.387858 -0.093920 0.081449 9.005899 0.053607 0.000000 0.000000 
1 45.800000 -4.954713 170.104824 11.082786 38.511465 -25.580092 0.376045 502.655698 -0.019381 0.155149 10.506882 0.026803 0.000000 0.000000 
1 46.000000 -3.908809 158.142595 11.082786 71.462660 -43.532336 2.231974 732.156405 0.142890 0.228850 12.007865 0.000000 0.000000 0.000000 
1 46.200000 -2.862905 146.180366 11.082786 159.362131 -56.680240 4.969527 962.077175 0.382245 0.302550 12.007865 -0.000000 0.000000 0.000000 
1 46.400000 -1.947739 135.713416 11.109590 299.071682 -69.098609 8.127747 1191.556801 0.743899 0.376251 10.506882 0.026803 0.000000 0.000000 
2 46.400000 -1.947739 135.713416 11.109590 299.071682 -69.098609 8.127747 1191.556801 0.743899 0.376251 0.000000 0.000000 80.000000 0.000000 
3 46.400000 -3.564524 134.646461 11.041134 71.292540 -1.673615 -0.854882 42.146316 -0.029331 0.011585 0.000000 0.000000 0.000000 0.000000 
1 46.600000 -3.085999 124.150482 11.014331 54.691163 -6.460287 -0.733183 273.178905 -0.027048 0.085285 10.506882 -0.026803 0.000000 0.000000 
1 46.800000 -2.860787 112.144728 11.014331 49.460519 -11.053611 0.290733 504.214746 -0.007841 0.158986 12.007865 0.000000 0.000000 0.000000 
1 47.000000 -2.635575 100.138975 11.014331 79.438699 -14.986464 2.199480 735.262977 0.027965 0.232687 12.007865 -0.000000 0.000000 0.000000 
1 47.200000 -2.438515 89.633941 11.041134 151.723553 -22.987176 4.641753 965.988611 0.139311 0.306387 10.506882 0.026803 0.000000 0.000000 
1 47.400000 -1.959990 79.137962 11.014331 283.139987 -24.308811 7.860361 1197.099113 0.199688 0.380088 10.506882 -0.026803 0.000000 0.000000 
2 47.400000 -1.959990 79.137962 11.014331 283.139987 -24.308811 7.860361 1197.099113 0.199688 0.380088 0.000000 0.000000 80.000000 -5.000000 
3 47.400000 -0.714623 79.946372 11.067431 73.440569 0.765213 -0.903432 42.536147 -0.019757 0.012435 0.000000 0.000000 0.000000 0.000000 
1 47.600000 0.147479 67.969494 11.067431 54.775062 -16.672614 -0.754499 272.444993 -0.009037 0.086136 12.007865 0.000000 0.000000 0.000000 
1 47.800000 1.009580 55.992616 11.067431 50.249093 -33.092669 0.277137 502.427098 0.065221 0.159836 12.007865 -0.000000 0.000000 0.000000 
1 48.000000 1.871682 44.015738 11.067431 81.006708 -46.972994 2.191476 732.592015 0.203016 0.233537 12.007865 0.000000 0.000000 0.000000 
1 48.200000 2.518259 35.033079 11.067431 140.412258 -58.926782 4.289258 962.885847 0.354015 0.307237 9.005899 0.000000 0.000000 0.000000 
1 48.400000 2.518259 35.033079 11.067431 141.603589 -75.477525 4.289258 1192.819516 0.354015 0.380938 0.000000 0.000000 0.000000 0.000000 
1 48.600000 2.949310 29.044640 11.067431 207.827803 -87.076057 6.570481 1423.129163 0.518219 0.454639 6.003933 0.000000 0.000000 0.000000 
2 48.600000 2.949310 29.044640 11.067431 207.827803 -87.076057 6.570481 1423.129163 0.518219 0.454639 0.000000 0.000000 80.000000 -5.000000 
3 48.600000 2.539493 25.155853 11.028224 76.353785 -5.350323 -0.890107 42.701831 0.036954 0.011575 0.000000 0.000000 0.000000 0.000000 
1 48.800000 2.637488 22.155486 11.028224 71.362979 -12.863976 -0.855377 273.587899 0.038089 0.085276 3.001966 -0.000000 0.000000 0.000000 
2 48.800000 2.637488 22.155486 11.028224 71.362979 -12.863976 -0.855377 273.587899 0.038089 0.085276 0.000000 0.000000 80.000000 -5.000000 
3 48.800000 2.538511 24.705127 11.026388 70.964617 -3.866490 -0.918194 38.051040 0.040094 0.013260 0.000000 0.000000 0.000000 0.000000 
1 49.000000 2.630998 21.704586 11.026388 65.793223 -10.944682 -0.878405 268.964193 0.041320 0.086961 3.001966 0.000000 0.000000 0.000000 
2 49.000000 2.630998 21.704586 11.026388 65.793223 -10.944682 -0.878405 268.964193 0.041320 0.086961 0.000000 0.000000 80.000000 -5.000000 
3 49.000000 2.536194 24.635927 11.026462 65.544124 -3.473517 -0.854646 37.949447 0.036076 0.012539 0.000000 0.000000 0.000000 0.000000 
1 49.200000 2.628903 21.635393 11.026462 60.748665 -10.575405 -0.817021 268.860808 0.037238 0.086240 3.001966 0.000000 0.000000 0.000000 
2 49.200000 2.628903 21.635393 11.026462 60.748665 -10.575405 -0.817021 268.860808 0.037238 0.086240 0.000000 0.000000 80.000000 -5.000000 
3 49.200000 2.534348 24.626094 11.026486 60.507921 -3.273844 -0.789774 37.939770 0.033478 0.011706 0.000000 0.000000 0.000000 0.000000 
1 49.400000 2.627129 21.625562 11.026486 56.094614 -10.383362 -0.754648 268.850303 0.034564 0.085407 3.001966 -0.000000 0.000000 0.000000 
2 49.400000 2.627129 21.625562 11.026486 56.094614 -10.383362 -0.754648 268.850303 0.034564 0.085407 0.000000 0.000000 80.000000 -5.000000 
3 49.400000 2.532652 24.624751 11.026508 55.856776 -3.108720 -0.729144 37.933759 0.031315 0.010916 0.000000 0.000000 0.000000 0.000000 
1 49.600000 2.532652 24.624751 11.026508 56.077863 -10.253626 -0.729144 268.837673 0.031315 0.084617 0.000000 0.000000 0.000000 0.000000 
2 49.600000 2.532652 24.624751 11.026508 56.077863 -10.253626 -0.729144 268.837673 0.031315 0.084617 0.000000 0.000000 80.000000 -5.000000 
3 49.600000 2.519304 25.047277 11.026574 55.837971 -2.971057 -0.701457 37.922519 0.028184 0.010109 0.000000 0.000000 0.000000 0.000000 
1 49.800000 2.612349 22.046753 11.026574 51.941538 -10.109131 -0.671126 268.830817 0.029125 0.083809 3.001966 0.000000 0.000000 0.000000 
1 50.000000 2.705394 19.046229 11.026574 48.890662 -17.220985 -0.419654 499.739928 0.036923 0.157510 3.001966 -0.000000 0.000000 0.000000 
1 50.200000 2.705394 19.046229 11.026574 49.112696 -24.381183 -0.419654 730.642893 0.036923 0.231210 0.000000 0.000000 0.000000 0.000000 
1 50.400000 2.798439 16.045705 11.026574 48.897989 -31.405088 0.274099 961.554732 0.058436 0.304911 3.001966 0.000000 0.000000 0.000000 
1 50.600000 2.798439 16.045705 11.026574 49.120023 -38.565286 0.274099 1192.457697 0.058436 0.378612 0.000000 0.000000 0.000000 0.000000 
1 50.800000 2.891484 13.045181 11.026574 54.395631 -45.418939 1.410132 1423.374815 0.093664 0.452312 3.001966 0.000000 0.000000 0.000000 
1 51.000000 2.891484 13.045181 11.026574 54.617666 -52.579136 1.410132 1654.277780 0.093664 0.526013 0.000000 0.000000 0.000000 0.000000 
1 51.200000 2.891484 13.045181 11.026574 54.839700 -59.739334 1.410132 1885.180746 0.093664 0.599713 0.000000 0.000000 0.000000 0.000000 
1 51.400000 2.984529 10.044657 11.026574 68.923309 -66.319855 3.209586 2116.106333 0.149464 0.673414 3.001966 -0.000000 0.000000 0.000000 
1 51.600000 2.984529 10.044657 11.026574 69.145343 -73.480052 3.209586 2347.009298 0.149464 0.747114 0.000000 0.000000 0.000000 0.000000 
1 51.800000 3.077574 7.044133 11.026574 95.354637 -79.684562 5.451321 2577.946546 0.218979 0.820815 3.001966 0.000000 0.000000 0.000000 
1 52.000000 3.170618 4.043609 11.026574 135.680226 -85.451331 7.914196 2808.897367 0.295352 0.894516 3.001966 0.000000 0.000000 0.000000 
